No|Pengguna|PLK|DPB|Tgl Masuk|Divisi|Kode Proyek|Product|Nama Proyek|Description|Account|Unit|Cur|Unit price|Order|Curr. amount|Total (Rupiah)|Tgl Pengajuan|Tgl Kebutuhan|SPPH|PO|Jenis Order|Supplier|Order|Cur|Harga|Total|Tanggal PO|Tanggal Kirim|ETA|Barang Tiba|Negosiasi|Efisiensi|BA|Jml Brg|delivery time Amd|Status|Keterangan
129|DADANG|0|110005701||Unit Bisnis Energi & Transportasi|18115JR163|N11121635|PEKERJAAN FASILITAS OPERASI PAKET A|KABEL/KAWAT; N2XSEY 6/10 KV 3X35MM2 CM IEC 60502-2 MONOSILE|2131|MTR|IDR|208400|3369|7,020996E+08|7,020996E+08|||150001494|230001496|SPERJ|KMI WIRE and CABLE Tbk.,PT.|3369|IDR|165000|555885000|||TIDAK||TIDAK|146214584|||||
130|IIS|0|110005700||Unit Bisnis ICT|16516JI122|N15105135|PAKET I PERBAIKAN DAN PENGADAAN SARANA PRASARANA PENDUKUNG ITTS II|JS SUBKON; PENGIRIMAN BARANG LOKASI LANGSA|2171|LOT|IDR|3,381E+07|1|3,381E+07|3,381E+07|||150001496|230001459|SPK|CAKRAWALA PARCEL EXPRESS, PT.|1|IDR|33810000|33810000|||TIDAK|09/08/2016 0:00:00|TIDAK|0|310003237|1|||
131|IIS|0|110005700||Unit Bisnis ICT|16516JI122|N15105136|PAKET I PERBAIKAN DAN PENGADAAN SARANA PRASARANA PENDUKUNG ITTS II|JS SUBKON; PENGIRIMAN BARANG LOKASI SABANG	|2171|LOT|IDR|3,99775E+07|1|3,99775E+07|3,99775E+07|||150001496|230001459|SPK|CAKRAWALA PARCEL EXPRESS, PT.|1|IDR|39977000|39977000|||TIDAK|09/08/2016 0:00:00|TIDAK|6167500|310003237|1|||
132|IIS|0|110005700||Unit Bisnis ICT|16516JI122|N15105137|PAKET I PERBAIKAN DAN PENGADAAN SARANA PRASARANA PENDUKUNG ITTS II|JS SUBKON; PENGIRIMAN BARANG LOKASI SINABANG|2171|LOT|IDR|3,864E+07|1|3,864E+07|3,864E+07|||150001496|230001459|SPK|CAKRAWALA PARCEL EXPRESS, PT.|1|IDR|38640000|38640000|||TIDAK|09/08/2016 0:00:00|TIDAK|4830000|310003237|1|||
133|IIS|0|110005700||Unit Bisnis ICT|16516JI122|N15105138|PAKET I PERBAIKAN DAN PENGADAAN SARANA PRASARANA PENDUKUNG ITTS II|JS SUBKON; PENGIRIMAN BARANG LOKASI PADANG SIDEMPUAN|2171|LOT|IDR|2,898E+07|1|2,898E+07|2,898E+07|||150001629|230001598|SPK|CAKRAWALA PARCEL EXPRESS, PT.|1|IDR|28980000|28980000|||TIDAK||TIDAK|0|||||
134|IIS|0|110005700||Unit Bisnis ICT|16516JI122|N15105139|PAKET I PERBAIKAN DAN PENGADAAN SARANA PRASARANA PENDUKUNG ITTS II|JS SUBKON; PENGIRIMAN BARANG LOKASI GUNUNG MUNTAI|2171|LOT|IDR|3,22E+07|1|3,22E+07|3,22E+07|||150001629|230001598|SPK|CAKRAWALA PARCEL EXPRESS, PT.|1|IDR|32200000|32200000|||TIDAK||TIDAK|3220000|||||
135|IIS|0|110005700||Unit Bisnis ICT|16516JI122|N15105140|PAKET I PERBAIKAN DAN PENGADAAN SARANA PRASARANA PENDUKUNG ITTS II|JS SUBKON; PENGIRIMAN BARANG LOKASI BAYAH	|2171|LOT|IDR|4830000|1|4830000|4830000|||150001629|230001598|SPK|CAKRAWALA PARCEL EXPRESS, PT.|1|IDR|4830000|4830000|||TIDAK||TIDAK|-24150000|||||
136|IIS|0|110005700||Unit Bisnis ICT|16516JI122|N15105141|PAKET I PERBAIKAN DAN PENGADAAN SARANA PRASARANA PENDUKUNG ITTS II|JS SUBKON; PENGIRIMAN BARANG LOKASI GUNUNG MALANG|2171|LOT|IDR|3162500|1|3162500|3162500|||150001496|230001459|SPK|CAKRAWALA PARCEL EXPRESS, PT.|1|IDR|3162000|3162000|||TIDAK|09/08/2016 0:00:00|TIDAK|-30647500|310003237|1|||
137|IIS|0|110005700||Unit Bisnis ICT|16516JI122|N15105142|PAKET I PERBAIKAN DAN PENGADAAN SARANA PRASARANA PENDUKUNG ITTS II|JS SUBKON; PENGIRIMAN BARANG LOKASI GUNUNG WALAD	|2171|LOT|IDR|3162500|1|3162500|3162500|||150001496|230001459|SPK|CAKRAWALA PARCEL EXPRESS, PT.|1|IDR|3162000|3162000|||TIDAK|09/08/2016 0:00:00|TIDAK|-30647500|310003237|1|||
138|IIS|0|110005700||Unit Bisnis ICT|16516JI122|N15105143|PAKET I PERBAIKAN DAN PENGADAAN SARANA PRASARANA PENDUKUNG ITTS II|JS SUBKON; PENGIRIMAN BARANG LOKASI CIKURAY|2171|LOT|IDR|3162500|1|3162500|3162500|||150001496|230001459|SPK|CAKRAWALA PARCEL EXPRESS, PT.|1|IDR|3162000|3162000|||TIDAK|09/08/2016 0:00:00|TIDAK|-30647500|310003237|1|||
139|IIS|0|110005700||Unit Bisnis ICT|16516JI122|N15105144|PAKET I PERBAIKAN DAN PENGADAAN SARANA PRASARANA PENDUKUNG ITTS II|JS SUBKON; PENGIRIMAN BARANG LOKASI GUNUNG TUGEL	|2171|LOT|IDR|4025000|1|4025000|4025000|||150001496|230001459|SPK|CAKRAWALA PARCEL EXPRESS, PT.|1|IDR|4025000|4025000|||TIDAK|09/08/2016 0:00:00|TIDAK|-29785000|310003237|1|||
140|IIS|0|110005700||Unit Bisnis ICT|16516JI122|N15105145|PAKET I PERBAIKAN DAN PENGADAAN SARANA PRASARANA PENDUKUNG ITTS II|JS SUBKON; PENGIRIMAN BARANG LOKASI GUNUNG GENDING|2171|LOT|IDR|8050000|1|8050000|8050000|||150001496|230001459|SPK|CAKRAWALA PARCEL EXPRESS, PT.|1|IDR|8050000|8050000|||TIDAK|09/08/2016 0:00:00|TIDAK|-25760000|310003237|1|||
141|DWI|0|110005699||Divisi Produksi|35016MR145|10191055|PURNA JUAL AXLE COUNTER ALTPRO|MODUL; SENSOR ZK24-2|2134|BU|EUR|621,13|1300|807469|1E+09|||130003592|210003423|PO|ALTPRO d.o.o.|1300|EUR|311|403741|||TIDAK|19/09/2016 0:00:00|TIDAK|403728|310003363|1300|||
142|DWI|0|110005698||Divisi Produksi|NONE|N18100212|No Project|SAFETY TOOLS; PELINDUNG TELINGA ; EARMUFF KW1000309, KRISBOW|2241|UN|IDR|55000|3|165000|165000|||130003600|210003431|SP|KOPERASI KARYAWAN  LEN|3|IDR|55000|165000|||TIDAK|15/08/2016 0:00:00|TIDAK|-235000|340700264|3|||
143|DWI|0|110005698||Divisi Produksi|NONE|N19120064|No Project|KERTAS; STICKER GLOSSY PHOTO PAPER, A4, 135 GRAM, DATAPRINT|2241|PAK|IDR|30635|1|30635|30635|||130003600|210003431|SP|KOPERASI KARYAWAN  LEN|1|IDR|30500|30500|||TIDAK|15/08/2016 0:00:00|TIDAK|-369365|340700264|1|||
144|DWI|0|110005698||Divisi Produksi|NONE|N19100311|No Project|ATK LAIN-LAIN; CONTAINER DESK, PLASTIK, 3 SUSUN|2241|BU|IDR|94591|1|94591|94591|||130003600|210003431|SP|KOPERASI KARYAWAN  LEN|1|IDR|94500|94500|||TIDAK|15/08/2016 0:00:00|TIDAK|-305409|340700264|1|||
145|DWI|0|110005698||Divisi Produksi|NONE|N19100020|No Project|BUKU; KWITANSI, ISI 70 LBR, AA|2241|BU|IDR|4730|2|9460|9460|||130003600|210003431|SP|KOPERASI KARYAWAN  LEN|2|IDR|4600|9200|||TIDAK|15/08/2016 0:00:00|TIDAK|-390540|340700264|2|||
146|DWI|0|110005698||Divisi Produksi|NONE|N19110001|No Project|BALLPOINT; BIC, 4 WARNA, BIC|2241|BU|IDR|11286|12|135432|135432|||130003600|210003431|SP|KOPERASI KARYAWAN  LEN|12|IDR|11000|132000|||TIDAK|15/08/2016 0:00:00|TIDAK|-264568|340700264|12|||
147|DWI|0|110005698||Divisi Produksi|NONE|N19110094|No Project|BALLPOINT; BPT-P, HITAM, PILOT.|2241|BU|IDR|2128|12|25536|25536|||130003600|210003431|SP|KOPERASI KARYAWAN  LEN|12|IDR|2100|25200|||TIDAK|15/08/2016 0:00:00|TIDAK|-374464|340700264|12|||
148|DWI|0|110005698||Divisi Produksi|NONE|N19120019|No Project|KERTAS; HVS, 80 GRAM, A4, PUTIH, BOLA DUNIA|2241|RIM|IDR|42996|10|429960|429960|||130003600|210003431|SP|KOPERASI KARYAWAN  LEN|10|IDR|40000|400000|||TIDAK|15/08/2016 0:00:00|TIDAK|29960|340700264|10|||
149|DWI|0|110005698||Divisi Produksi|NONE|N13100048|No Project|BR J ELEKTRONIK/ELEKTRIK; BATTERY, ALKALINE 1.5V, NATIONAL|2241|BU|IDR|10545|15|158175|158175|||130003600|210003431|SP|KOPERASI KARYAWAN  LEN|15|IDR|10500|157500|||TIDAK|15/08/2016 0:00:00|TIDAK|-241825|340700264|15|||
150|DWI|0|110005697||Divisi Produksi|NONE|N20130251|No Project|MEJA; MEJA MODULAL MEETING DANKHA; MTV 108X2, JTV 663X4, MTV 208X2|B2200|SET|IDR|3313000|1|3313000|3313000|||130003594|210003424|SP|ANUGERAH PUTRA SEJATI, CV.|1|IDR|3213600|3213600|||TIDAK|27/07/2016 0:00:00|TIDAK|99400|310003226|1|||
151|DWI|0|110005697||Divisi Produksi|NONE|N20130252|No Project|KURSI; KURSI DANKHA D120	|B2200|BU|IDR|814000|10|8140000|8140000|||130003594|210003424|SP|ANUGERAH PUTRA SEJATI, CV.|10|IDR|789500|7895000|||TIDAK|27/07/2016 0:00:00|TIDAK|4926400|310003226|10|||
152|DWI|0|110005696||Divisi Produksi|NONE|N13105365|No Project|BRG JD ELEKTRIK; FASTMIG SF 53W; KEM-6085300W|B2200|UN|IDR|1,565E+07|2|3,13E+07|3,13E+07|||130003641|210003469|SP|ANUGERAH PUTRA SEJATI, CV.|2|IDR|18631000|37262000|||TIDAK|07/10/2016 0:00:00|TIDAK|-5962000|340900224|2|||
153|DADANG|0|110005702||Unit Bisnis Energi & Transportasi|NONE|N19120019|No Project|KERTAS; HVS, 80 GRAM, A4, PUTIH, BOLA DUNIA|2241|RIM|IDR|42996|10|429960|429960|||150001506|230001479|SP|KOPERASI KARYAWAN  LEN|10|IDR|40000|400000|||TIDAK|19/08/2016 0:00:00|TIDAK|29960|310003256|10|||
154|DADANG|0|110005702||Unit Bisnis Energi & Transportasi|NONE|N19130036|No Project|CARTRIDGE PRINTER; LQ-2170 , EPSON|2241|BU|IDR|104328|10|1043280|1043280|||150001506|230001479|SP|KOPERASI KARYAWAN  LEN|10|IDR|99000|990000|||TIDAK|19/08/2016 0:00:00|TIDAK|643280|310003256|10|||
155|DADANG|0|110005702||Unit Bisnis Energi & Transportasi|NONE|N19140055|No Project|BLANKO; FORMULIR K-1, 21.5X29.7 CM,  NCR RANGKAP 3|2241|BK|IDR|35472|17|603024|603024|||150001506|230001479|SP|KOPERASI KARYAWAN  LEN|17|IDR|33000|561000|||TIDAK|19/08/2016 0:00:00|TIDAK|203024|310003256|17|||
156|DADANG|0|110005702||Unit Bisnis Energi & Transportasi|NONE|N19140172|No Project|BLANKO; FORMULIR K-3.2, RANGKAP 5|2241|BK|IDR|58045|20|1160900|1160900|||150001506|230001479|SP|KOPERASI KARYAWAN  LEN|20|IDR|55000|1100000|||TIDAK|19/08/2016 0:00:00|TIDAK|760900|310003256|20|||
157|DADANG|0|110005702||Unit Bisnis Energi & Transportasi|NONE|N19100034|No Project|CLEAR SHEET; BENING, A4, PLASTIK, BANTEX|2241|BU|IDR|2257|40|90280|90280|||150001506|230001479|SP|KOPERASI KARYAWAN  LEN|40|IDR|2200|88000|||TIDAK|19/08/2016 0:00:00|TIDAK|-309720|310003256|40|||
158|DADANG|0|110005702||Unit Bisnis Energi & Transportasi|NONE|N19130241|No Project|CARTRIDGE PRINT; CANON MP258 BLACK INK CATRIDGE (PG-810)|2241|UN|IDR|200000|10|2000000|2000000|||150001506|230001479|SP|KOPERASI KARYAWAN  LEN|10|IDR|200000|2000000|||TIDAK|19/08/2016 0:00:00|TIDAK|1600000|310003256|10|||
159|DADANG|0|110005702||Unit Bisnis Energi & Transportasi|NONE|N19100045|No Project|CLIPS; BINDER, NO.111, LOGAM, BONA|2241|DUS|IDR|5912|3|17736|17736|||150001506|230001479|SP|KOPERASI KARYAWAN  LEN|3|IDR|5500|16500|||TIDAK|19/08/2016 0:00:00|TIDAK|-382264|310003256|3|||
160|DADANG|0|110005702||Unit Bisnis Energi & Transportasi|NONE|N19100049|No Project|CLIPS; BINDER, NO.260, LOGAM, BONA|2241|DUS|IDR|15371|1|15371|15371|||150001506|230001479|SP|KOPERASI KARYAWAN  LEN|1|IDR|14300|14300|||TIDAK|19/08/2016 0:00:00|TIDAK|-384629|310003256|1|||
161|RENNI|0|110005715||Unit Bisnis ELHAN|11614UD104|N18100213|STARSTREAK & ACCESSORIES PROJECT|SAFETY TOOLS; STEEL CLAW HOOK HANDY STRAP 360141577266	|2131|BU|IDR|240000|180|4,32E+07|4,32E+07|||140000933|220000909|SP|BITRAS, CV.|180|IDR|240000|43200000|||TIDAK|09/08/2016 0:00:00|TIDAK|0|310003234|180|||
162|INDRI|0|110005714||Divisi Pusat Teknologi & Inovasi|53016XR143|N13105387|PENGEMBANGAN SISTEM INTERLOCKING BERBASIS PLATFORM 1oo2D|BRG JD ELEKTRIK; VITAL SYSTEM (HIMAX WITH RIO), HIMAX COMPLETE WITH LICENSE FOR MODBUS TCP, 1 DI MODULE X-DI 3201, 1 DO MODULE X-DO 3201, 4 REMOTE I/O F2 DO 16014 AND 4 REMOTE I/O F1 DI 16014|2131|SET|EUR|32358,3|1|32358,3|4,724503E+08|||160000405|240000390|PO|HIMA S.E.A. SDN. BHD|1|EUR|32358|32358|||TIDAK||TIDAK|0,3|||||
163|INDRI|0|110005714||Divisi Pusat Teknologi & Inovasi|53016XR143|N13105388|PENGEMBANGAN SISTEM INTERLOCKING BERBASIS PLATFORM 1oo2D|BRG JD ELEKTRIK; NON VITAL SYSTEM HIMATRIX F30 034 WITH MODBUS TCP MASTER AND SLAVE|2131|SET|EUR|3906,5|1|3906,5|5,70372E+07|||160000405|240000390|PO|HIMA S.E.A. SDN. BHD|1|EUR|3906|3906|||TIDAK||TIDAK|-28451,5|||||
164|INDRI|0|110005714||Divisi Pusat Teknologi & Inovasi|53016XR143|N13105389|PENGEMBANGAN SISTEM INTERLOCKING BERBASIS PLATFORM 1oo2D|BRG JD ELEKTRIK; SILWORX FULL LICENSE HARDLOCK-E-|2131|BU|EUR|3887|1|3887|5,675249E+07|||160000405|240000390|PO|HIMA S.E.A. SDN. BHD|1|EUR|3887|3887|||TIDAK||TIDAK|-28471|||||
165|INDRI|0|110005714||Divisi Pusat Teknologi & Inovasi|53016XR143|N13105390|PENGEMBANGAN SISTEM INTERLOCKING BERBASIS PLATFORM 1oo2D|BRG JD ELEKTRIK; HIMA STANDARD PACKING|2131|PAK|EUR|350|1|350|5110207|||160000405|240000390|PO|HIMA S.E.A. SDN. BHD|1|EUR|350|350|||TIDAK||TIDAK|-32008|||||
166|RENNI|0|110005713||Unit Bisnis ELHAN|11616UD132|N13105397|HARKOMLEK KELAS MANDAU|BRG JD ELEKTRIK; SHIP VME MODULE MOTOROLA|2131|BU|IDR|4,45E+07|1|4,45E+07|4,45E+07|||140000938|220000914|SP|BITRAS, CV.|1|IDR|42700000|42700000|||TIDAK|15/08/2016 0:00:00|TIDAK|1800000|340700269|1|||
167|DADANG|0|110005712||Unit Bisnis Energi & Transportasi|18115JN169|N15105146|PENGADAAN PESAWAT LATIH SAYAP TETAP SINGLE ENGINE 2015|JS SUBKON; JASA PEMASANGAN DAN PENGETESAN DUA BELAS UNIT ENGINE LYCOMING DI CURUG|2151|LOT|IDR|1,9838E+08|1|1,9838E+08|1,9838E+08|||150001510|230001482|SPK|KOPERASI KARYAWAN  LEN|1|IDR|198380000|198380000|||TIDAK|24/08/2016 0:00:00|TIDAK|0|310003320|1|||
168|DADANG|0|110005711||Unit Bisnis Energi & Transportasi|18116JN116|N15105150|PEMELIHARAAN RADAR 13 LOKASI 2016|JS SUBKON; JASA INSTALASI UPS 30 KVA RADAR CUACA MANADO	|2151|LOT|IDR|5,05E+07|1|5,05E+07|5,05E+07|||||||1||||||TIDAK||TIDAK||||||
169|DADANG|0|110005710||Unit Bisnis Energi & Transportasi|18116JN116|N15105147|PEMELIHARAAN RADAR 13 LOKASI 2016|JS SUBKON; PEKERJAAN PEMASANGAN UPS 30KVA RADAR CUACA STASIUN METEOROLOGI PALEMBANG|2151|LOT|IDR|5,5482E+07|1|5,5482E+07|5,5482E+07|||150001514|230001481|SPK|RIFETA, CV.|1|IDR|55200000|55200000|||TIDAK|19/08/2016 0:00:00|TIDAK|282000|310003262|1|||
170|DADANG|0|110005710||Unit Bisnis Energi & Transportasi|18116JN116|N15105148|PEMELIHARAAN RADAR 13 LOKASI 2016|JS SUBKON; PEKERJAAN PEMASANGAN UPS 30KVA RADAR CUACA STASIUN METEOROLOGI PADANG	|2151|LOT|IDR|6,03E+07|1|6,03E+07|6,03E+07|||150001514|230001481|SPK|RIFETA, CV.|1|IDR|60150000|60150000|||TIDAK|19/08/2016 0:00:00|TIDAK|5100000|310003262|1|||
171|RENNI|0|110005709||Unit Bisnis ELHAN|11616UD137|N27120584|PENGADAAN MISSION SYSTEM PTTA TA 2016|SOFTWARE; WIN HOME 10 WIN32 ENG INTERNATIONAL	|2131|BU|IDR|1700000|1|1700000|1700000|||140000934|220000910|SPK|BITRAS, CV.|1|IDR|1600000|1600000|||TIDAK|15/08/2016 0:00:00|TIDAK|-4800000|340700270|1|||
172|RENNI|0|110005709||Unit Bisnis ELHAN|11616UD137|N13105396|PENGADAAN MISSION SYSTEM PTTA TA 2016|BRG JD ELEKTRIK; DRONE PHANTOM4|2131|BU|IDR|2,75E+07|1|2,75E+07|2,75E+07|||140000934|220000910|SPK|BITRAS, CV.|1|IDR|26500000|26500000|||TIDAK|15/08/2016 0:00:00|TIDAK|21000000|340700270|1|||
173|RENNI|0|110005709||Unit Bisnis ELHAN|11616UD137|N27100587|PENGADAAN MISSION SYSTEM PTTA TA 2016|LAPTOP; ASUS TP200SA-FV0156D/11.6â€/N3700/4GB/128GB/CRYSTLSILVIER|2131|BU|IDR|6700000|1|6700000|6700000|||140000934|220000910|SPK|BITRAS, CV.|1|IDR|6500000|6500000|||TIDAK|15/08/2016 0:00:00|TIDAK|200000|340700270|1|||
174|RENNI|0|110005709||Unit Bisnis ELHAN|11616UD137|N27100588|PENGADAAN MISSION SYSTEM PTTA TA 2016|LAPTOP; NOTEBOOK LENOVO THINKPAD E460 (20ETA003ID)	|2131|BU|IDR|1,27E+07|2|2,54E+07|2,54E+07|||140000934|220000910|SPK|BITRAS, CV.|2|IDR|12500000|25000000|||TIDAK|15/08/2016 0:00:00|TIDAK|18900000|340700270|2|||
175|RENNI|0|110005709||Unit Bisnis ELHAN|11616UD137|N27100589|PENGADAAN MISSION SYSTEM PTTA TA 2016|LAPTOP; APPLE MACBOOK|2131|BU|IDR|2,577E+07|1|2,577E+07|2,577E+07|||140000934|220000910|SPK|BITRAS, CV.|1|IDR|25500000|25500000|||TIDAK|15/08/2016 0:00:00|TIDAK|19270000|340700270|1|||
176|RENNI|0|110005708||Unit Bisnis ELHAN|11616UD137|N13105393|PENGADAAN MISSION SYSTEM PTTA TA 2016|BRG JD ELEKTRIK; OSCILOSCOPE GDS 230A (TANPA OPTIONAL)|2131|BU|IDR|4,35E+07|1|4,35E+07|4,35E+07|||140000936|220000912|SPK|BITRAS, CV.|1|IDR|42000000|42000000|||TIDAK|19/08/2016 0:00:00|TIDAK|1500000|310003258|1|||
177|RENNI|0|110005708||Unit Bisnis ELHAN|11616UD137|N13105394|PENGADAAN MISSION SYSTEM PTTA TA 2016|BRG JD ELEKTRIK; GENERATOR AFG-3032|2131|BU|IDR|1,125E+07|1|1,125E+07|1,125E+07|||140000936|220000912|SPK|BITRAS, CV.|1|IDR|10000000|10000000|||TIDAK|19/08/2016 0:00:00|TIDAK|-30750000|310003258|1|||
178|RENNI|0|110005708||Unit Bisnis ELHAN|11616UD137|N13105395|PENGADAAN MISSION SYSTEM PTTA TA 2016|BRG JD ELEKTRIK; POWER SUPPLY GPC-3060D|2131|BU|IDR|4,175E+07|1|4,175E+07|4,175E+07|||140000936|220000912|SPK|BITRAS, CV.|1|IDR|39800000|39800000|||TIDAK|19/08/2016 0:00:00|TIDAK|-250000|310003258|1|||
179|RENNI|0|110005707||Unit Bisnis ELHAN|11616UD137|N27100586|PENGADAAN MISSION SYSTEM PTTA TA 2016|LAPTOP; HP ZBOOK 15 G2 HPQK3C18PA|2131|BU|IDR|3,7E+07|1|3,7E+07|3,7E+07|||140000935|220000911|SPK|BITRAS, CV.|1|IDR|36700000|36700000|||TIDAK|23/08/2016 0:00:00|TIDAK|30600000|310003274|1|||
180|RENNI|0|110005707||Unit Bisnis ELHAN|11616UD137|N13105391|PENGADAAN MISSION SYSTEM PTTA TA 2016|BRG JD ELEKTRIK; MOXA NPORT 5250A-T|2131|BU|IDR|4850000|2|9700000|9700000|||140000935|220000911|SPK|BITRAS, CV.|2|IDR|4750000|9500000|||TIDAK|23/08/2016 0:00:00|TIDAK|3300000|310003274|2|||
181|RENNI|0|110005707||Unit Bisnis ELHAN|11616UD137|N13105392|PENGADAAN MISSION SYSTEM PTTA TA 2016|BRG JD ELEKTRIK; MOXA CP-132IS|2131|BU|IDR|3300000|2|6600000|6600000|||140000935|220000911|SPK|BITRAS, CV.|2|IDR|3200000|6400000|||TIDAK|23/08/2016 0:00:00|TIDAK|200000|310003274|2|||
182|INDRI|0|110005706||Divisi Pusat Teknologi & Inovasi|53015XR134|N10101883|AUTOMATIC TRAIN PROTECTION TAHAP II 2015|RESISTOR; PART 1799533 YAGEO RC 1206JR-07470RL RES, THICK FILM, 470R, 5% 0,25W 1206	|2131|UN|IDR|1000|50|50000|50000|||||||50||||||TIDAK||TIDAK||||||
183|INDRI|0|110005706||Divisi Pusat Teknologi & Inovasi|53015XR134|N10111392|AUTOMATIC TRAIN PROTECTION TAHAP II 2015|CAPACITOR; PART 1265213 TE CONNECTIVITY/ CGS 32504K7JT SURFACE MOUNT CHIP RESISTOR, THICK FILM, 3520 SERIES, 4.7 KOHM, 1 W, Â±5%, 200 V|2131|UN|IDR|2000|50|100000|100000|||||||50||||||TIDAK||TIDAK||||||
184|INDRI|0|110005706||Divisi Pusat Teknologi & Inovasi|53015XR134|N13105281|AUTOMATIC TRAIN PROTECTION TAHAP II 2015|BRG JD ELEKTRIK; PART 2492546 TEXAS INSTRUMENTS TPS79601DRBT LDO VOLTAGE REGULATOR, ADJUSTABLE, 2.7V TO 5.5V IN, 200MV DROP, 1.2V TO 5.5V/1A OUT, WSON-8|2131|UN|IDR|101000|25|2525000|2525000|||||||25||||||TIDAK||TIDAK||||||
185|INDRI|0|110005706||Divisi Pusat Teknologi & Inovasi|53015XR134|N13105282|AUTOMATIC TRAIN PROTECTION TAHAP II 2015|BRG JD ELEKTRIK; PART 1639457 TEXAS INSTRUMENTS TPS3808G01DBVR SUPERVISORY CIRCUIT 2.7 UA, 6.5V, SOT23-6|2131|UN|IDR|30000|50|1500000|1500000|||||||50||||||TIDAK||TIDAK||||||
186|INDRI|0|110005706||Divisi Pusat Teknologi & Inovasi|53015XR134|N10101884|AUTOMATIC TRAIN PROTECTION TAHAP II 2015|RESISTOR; PART 9240446 YAGEO (PHYCOMP) RC1206JR-07220RL SURFACE MOUNT CHIP RESISTOR, THICK FILM, RC SERIES, 220 OHM, 250 MW|2131|UN|IDR|500|100|50000|50000|||||||100||||||TIDAK||TIDAK||||||
187|INDRI|0|110005706||Divisi Pusat Teknologi & Inovasi|53015XR134|N10101885|AUTOMATIC TRAIN PROTECTION TAHAP II 2015|RESISTOR; PART 1646834 MULTICOMP MC1206S4F6041T5E RESISTOR, THICK FILM, 6,04KOHM, 0,25W, 1	|2131|UN|IDR|500|100|50000|50000|||||||100||||||TIDAK||TIDAK||||||
188|INDRI|0|110005706||Divisi Pusat Teknologi & Inovasi|53015XR134|N10101886|AUTOMATIC TRAIN PROTECTION TAHAP II 2015|RESISTOR; PART 1469996 VISHAY CRCW120622K1FKEA SURFACE MOUNT CHIP RESISTOR, THICK FILM, 22,1 KOHM, 250MW, 1% 200V 1206 [3216 METRIC]|2131|UN|IDR|500|100|50000|50000|||||||100||||||TIDAK||TIDAK||||||
189|INDRI|0|110005706||Divisi Pusat Teknologi & Inovasi|53015XR134|N10101887|AUTOMATIC TRAIN PROTECTION TAHAP II 2015|RESISTOR; PART 2307562 PANASONIC ELECTRONIC COMPONENTS ERJ8ENF2552V SURFACE MOUNT CHIP RESISTOR, THICK FILM, 25.5 KOHM, 250 MW, 1%, 200V, 1206 [3216 METRIC]|2131|UN|IDR|500|100|50000|50000|||||||100||||||TIDAK||TIDAK||||||
190|INDRI|0|110005706||Divisi Pusat Teknologi & Inovasi|53015XR134|N10101888|AUTOMATIC TRAIN PROTECTION TAHAP II 2015|RESISTOR; PART 2139472 VISHAY CRCW120622K1FKEA SURFACE MOUNT CHIP RESISTOR, THICK FILM, AEC-Q200 CRCW SERIES, 3.09 KOHM, 250 MW, 1%, 200V|2131|UN|IDR|500|100|50000|50000|||||||100||||||TIDAK||TIDAK||||||
191|INDRI|0|110005706||Divisi Pusat Teknologi & Inovasi|53015XR134|N10101889|AUTOMATIC TRAIN PROTECTION TAHAP II 2015|RESISTOR; PART 2057769 PANASONIC ELECTRONIC COMPONENTS ERJ8ENF3741V SURFACE MOUNT CHIP RESISTOR, THICK FILM, AEC-Q200 ERJ8E SERIES, 3,74 KOHM, 250MW, 1%, 200V|2131|UN|IDR|500|100|50000|50000|||||||100||||||TIDAK||TIDAK||||||
192|INDRI|0|110005706||Divisi Pusat Teknologi & Inovasi|53015XR134|N10101890|AUTOMATIC TRAIN PROTECTION TAHAP II 2015|RESISTOR; PART 1632551 MULTICOMP MC1206S4F2491T5E RES, THICK FILM, 2K49, 1%, 0,25W, 1206|2131|UN|IDR|1000|100|100000|100000|||||||100||||||TIDAK||TIDAK||||||
193|INDRI|0|110005706||Divisi Pusat Teknologi & Inovasi|53015XR134|N10101891|AUTOMATIC TRAIN PROTECTION TAHAP II 2015|RESISTOR; PART 1632584 MULTICOMP MC1206S4F4991T5E RES, THICK FILM, 4K99, 1%, 0.25W, 1206	|2131|UN|IDR|500|100|50000|50000|||||||100||||||TIDAK||TIDAK||||||
194|INDRI|0|110005706||Divisi Pusat Teknologi & Inovasi|53015XR134|N10101892|AUTOMATIC TRAIN PROTECTION TAHAP II 2015|RESISTOR; PART 1857232 VISHAY PNM1206E5001BST5 SURFACE MOUNT CHIP RESISTOR, THIN FILM, PNM SERIES, 5 KOHM, 400 MW, 0.1%, 200V|2131|UN|IDR|58000|30|1740000|1740000|||||||30||||||TIDAK||TIDAK||||||
195|INDRI|0|110005706||Divisi Pusat Teknologi & Inovasi|53015XR134|N10111393|AUTOMATIC TRAIN PROTECTION TAHAP II 2015|CAPACITOR; PART 9694986 PANASONIC ELECTRONIC COMPONENTS ECHU1C683GX5 FILM CAPACITOR, ECHU(X) SERIES, 0,068 UF, 2%, PPS (POLYPHENYLENE SULPHIDE), 16V|2131|UN|IDR|14000|50|700000|700000|||||||50||||||TIDAK||TIDAK||||||
